label,precision,recall,f1-score
no,0.8571428571428571,0.9,0.8780487804878049
yes,0.9333333333333333,0.9032258064516129,0.9180327868852459
macro avg,0.8952380952380952,0.9016129032258065,0.8980407836865254
weighted avg,0.9034547152194211,0.9019607843137255,0.9023527843764455
