label,precision,recall,f1-score
no,0.35714285714285715,0.25,0.29411764705882354
yes,0.5945945945945946,0.7096774193548387,0.6470588235294118
macro avg,0.47586872586872586,0.4798387096774194,0.47058823529411764
weighted avg,0.5014762661821486,0.5294117647058824,0.5086505190311419
