label,precision,recall,f1-score
no,0.38461538461538464,0.25,0.30303030303030304
yes,0.6052631578947368,0.7419354838709677,0.6666666666666666
macro avg,0.49493927125506076,0.4959677419354839,0.48484848484848486
weighted avg,0.5187346193538144,0.5490196078431373,0.5240641711229946
